ident,name,latitude_deg,longitude_deg,iso_country,iata_code
LIPT,Vicenza Airport,45.5733985901,11.5295000076,IT,VIC
LIPU,Padova Airport,45.3958015442,11.8479003906,IT,QPA
LIPX,Verona / Villafranca Airport,45.3956985474,10.8885002136,IT,VRN
LIPY,Ancona / Falconara Airport,43.6162986755,13.3622999191,IT,AOI
LIPZ,Venezia / Tessera -  Marco Polo Airport,45.5052986145,12.3519001007,IT,VCE
LIQB,Arezzo Airport,43.4558982849,11.8470001221,IT,QZO
LIQL,Lucca / Tassignano Airport,43.8282012939,10.5781002045,IT,LCV
LIQN,Rieti Airport,42.4272003174,12.8516998291,IT,QRT
LIQS,Siena / Ampugnano Airport,43.2563018799,11.2550001144,IT,SAY
LIRA,Ciampino Airport,41.7994003296,12.5949001312,IT,CIA
LIRF,Leonardo Da Vinci (Fiumicino) International Airport,41.8045005798,12.2508001328,IT,FCO
LIRH,Frosinone Military Airport,41.6464004517,13.2997999191,IT,QFR
LIRI,Salerno / Pontecagnano Airport,40.6203994751,14.9112997055,IT,QSR
LIRJ,Marina Di Campo Airport,42.7602996826,10.23939991,IT,EBA
LIRL,Latina Airport,41.5424003601,12.9090003967,IT,QLT
LIRN,Nápoli / Capodichino International Airport,40.8860015869,14.2908000946,IT,NAP
LIRP,Pisa / San Giusto - Galileo Galilei International Airport,43.6838989258,10.3927001953,IT,PSA
LIRQ,Firenze / Peretola Airport,43.8100013733,11.2051000595,IT,FLR
LIRS,Grosseto Airport,42.7597007751,11.0719003677,IT,GRS
LIRZ,Perugia / San Egidio Airport,43.0959014893,12.5131998062,IT,PEG
LJLJ,Ljubljana Jože Pučnik Airport,46.2237014771,14.4575996399,SI,LJU
LJMB,Maribor Airport,46.4799003601,15.6861000061,SI,MBX
LJPZ,Portoroz Airport,45.473400116,13.6149997711,SI,POW
LKHO,Holešov Airport,49.3143997192,17.5688991547,CZ,GTW
LKKU,Kunovice Airport,49.0293998718,17.439699173,CZ,UHE
LKKV,Karlovy Vary International Airport,50.202999115,12.9149999619,CZ,KLV
LKMR,Mariánské Lázně Airport,49.9227981567,12.7246999741,CZ,MKA
LKMT,Ostrava Leos Janáček Airport,49.6963005066,18.1110992432,CZ,OSR
LKPD,Pardubice Airport,50.0134010315,15.7385997772,CZ,PED
LKPO,Přerov Air Base,49.4258003235,17.4046993256,CZ,PRV
LKPR,Ruzyně International Airport,50.1007995605,14.2600002289,CZ,PRG
LKTB,Brno-Tuřany Airport,49.1512985229,16.6944007874,CZ,BRQ
LKZA,Zabreh Ostrava Airport,49.9282989502,18.0783004761,CZ,ZBE
LLBG,Ben Gurion International Airport,32.0113983154,34.8866996765,IL,TLV
LLBS,Be'er Sheva (Teyman) Airport,31.2870006561,34.7229995728,IL,BEV
LLET,Eilat Airport,29.5613002777,34.9600982666,IL,ETH
LLEY,Ein Yahav Airfield,30.6217002869,35.2033004761,IL,EIY
LLHA,Haifa International Airport,32.8093986511,35.0430984497,IL,HFA
LLIB,Ben Ya'akov Airport,32.9809989929,35.5718994141,IL,RPN
LLKS,Kiryat Shmona Airport,33.2167015076,35.5999984741,IL,KSW
LLMZ,Bar Yehuda Airfield,31.3281993866,35.3885993958,IL,MTZ
LLNV,Nevatim Air Base,31.2082996368,35.012298584,IL,VTM
LLOV,Ovda International Airport,29.9402999878,34.935798645,IL,VDA
LLRM,Ramon Air Base,30.7761001587,34.6666984558,IL,MIP
LLSD,Sde Dov Airport,32.1147003174,34.7821998596,IL,SDV
LLYT,Yotvata Airfield,29.9062004089,35.0666999817,IL,YOT
LMML,Luqa Airport,35.857498,14.4775,MT,MLA
LNC,Lengbati Airport,-6.3846111111,147.368638889,PG,LNC
LNM,Langimar Airport,-7.2231388889,146.227083333,PG,LNM
LOIH,Hohenems-Dornbirn Airport,47.3849983215,9.6999998093,AT,HOH
LOWG,Graz Airport,46.9911003113,15.4395999908,AT,GRZ
LOWI,Innsbruck Airport,47.2602005005,11.3439998627,AT,INN
LOWK,Klagenfurt Airport,46.6425018311,14.3376998901,AT,KLU
LOWL,Linz Airport,48.2332000732,14.1875,AT,LNZ
LOWS,Salzburg Airport,47.7933006287,13.0043001175,AT,SZG
LOWW,Vienna International Airport,48.1102981567,16.5697002411,AT,VIE
LPAZ,Santa Maria Airport,36.9714012146,-25.1706008911,PT,SMA
LPBG,Braganca Airport,41.85779953,-6.7071299553,PT,BGC
LPBJ,Beja International Airport,38.0788993835,-7.9324002266,PT,BYJ
LPBR,Braga Municipal Aerodrome,41.5871009827,-8.445139885,PT,BGZ
LPCH,Chaves Airport,41.7223243713,-7.4631500244,PT,CHV
LPCO,Coimbra Airport,40.1571998596,-8.470000267,PT,CBP
LPCR,Corvo Airport,39.6715011597,-31.1135997772,PT,CVU
LPCV,Covilha Airport,40.2648010254,-7.4799599648,PT,COV
LPFL,Flores Airport,39.4552993774,-31.1313991547,PT,FLW
LPFR,Faro Airport,37.0144004822,-7.9659099579,PT,FAO
LPGR,Graciosa Airport,39.0922012329,-28.029800415,PT,GRW
LPHR,Horta Airport,38.5199012756,-28.7159004211,PT,HOR
LPLA,Lajes Field,38.7617988586,-27.0907993317,PT,TER
LPMA,Madeira Airport,32.6978988647,-16.7744998932,PT,FNC
LPPD,João Paulo II Airport,37.7411994934,-25.6979007721,PT,PDL
LPPI,Pico Airport,38.5542984009,-28.4412994385,PT,PIX
LPPM,Portimao Airport,37.1492996216,-8.5839595795,PT,PRM
LPPR,Francisco de Sá Carneiro Airport,41.2481002808,-8.6813898087,PT,OPO
LPPS,Porto Santo Airport,33.0733985901,-16.3500003815,PT,PXO
LPPT,Lisbon Portela Airport,38.7812995911,-9.1359195709,PT,LIS
LPSI,Sines Airport,37.9416923523,-8.8173007965,PT,SIE
LPSJ,São Jorge Airport,38.6655006409,-28.1758003235,PT,SJZ
LPVR,Vila Real Airport,41.2742996216,-7.7204699516,PT,VRL
LPVZ,Viseu Airport,40.7254981995,-7.8889899254,PT,VSE
LQBK,Banja Luka International Airport,44.9413986206,17.2975006104,BA,BNX
LQMO,Mostar International Airport,43.2829017639,17.8458995819,BA,OMO
LQSA,Sarajevo International Airport,43.8246002197,18.3314990997,BA,SJJ
LQTZ,Tuzla International Airport,44.4586982727,18.7248001099,BA,TZL
LRAR,Arad International Airport,46.1766014099,21.2619991302,RO,ARW
LRBC,Bacău Airport,46.521900177,26.9102993011,RO,BCM
LRBM,Tautii Magheraus Airport,47.6584014893,23.4699993134,RO,BAY
LRBS,Băneasa International Airport,44.503200531,26.1021003723,RO,BBU
LRCK,Mihail Kogălniceanu International Airport,44.3622016907,28.4883003235,RO,CND
LRCL,Cluj-Napoca International Airport,46.7851982117,23.6861991882,RO,CLJ
LRCS,Caransebeş Airport,45.4199981689,22.2532997131,RO,CSB
LRCV,Craiova Airport,44.3180999756,23.8885993958,RO,CRA
LRIA,Iaşi Airport,47.1785011292,27.6205997467,RO,IAS
LROD,Oradea International Airport,47.0252990723,21.9025001526,RO,OMR
LROP,Henri Coandă International Airport,44.5722007751,26.1021995544,RO,OTP
LRSB,Sibiu International Airport,45.7855987549,24.091299057,RO,SBZ
LRSM,Satu Mare Airport,47.7033004761,22.8857002258,RO,SUJ
LRSV,Suceava Stefan cel Mare Airport,47.6875,26.3540992737,RO,SCV
LRTC,Tulcea Airport,45.0625,28.7143001556,RO,TCE
LRTM,Transilvania Târgu Mureş International Airport,46.4677009583,24.4125003815,RO,TGM
LRTR,Timişoara Traian Vuia Airport,45.8098983765,21.3379001617,RO,TSR
LSGG,Geneva Cointrin International Airport,46.2380981445,6.1089501381,CH,GVA
LSGN,Neuchatel Airport,46.9575004578,6.8647198677,CH,QNC
LSGS,Sion Airport,46.2196006775,7.3267598152,CH,SIR
LSMI,Interlaken Air Base,46.6766014099,7.8790798187,CH,ZIN
LSZA,Lugano Airport,46.0042991638,8.9105796814,CH,LUG
LSZB,Bern Belp Airport,46.914100647,7.4971499443,CH,BRN
LSZC,Buochs Airport,46.9744444444,8.3969444444,CH,BXO
LSZG,Grenchen Airport,47.1815986633,7.4171900749,CH,ZHI
LSZH,Zürich Airport,47.4646987915,8.5491695404,CH,ZRH
LSZL,Locarno Airport,46.1608009338,8.8786096573,CH,ZJI
LSZR,St Gallen Altenrhein Airport,47.4850006104,9.5607700348,CH,ACH
LSZS,Samedan Airport,46.5340995789,9.8841104507,CH,SMV
LT86,Imroz Airport,40.204498291,25.8833007812,TR,GKD
LTAC,Esenboğa International Airport,40.1281013489,32.995098114,TR,ESB
LTAD,Etimesgut Air Base,39.949798584,32.6885986328,TR,ANK
LTAF,Adana Airport,36.9822006226,35.2803993225,TR,ADA
LTAG,İncirlik Air Base,37.0021018982,35.4258995056,TR,UAB
LTAH,Afyon Airport,38.726398468,30.6011009216,TR,AFY
LTAI,Antalya International Airport,36.8987007141,30.8005008698,TR,AYT
LTAJ,Gaziantep International Airport,36.9472007751,37.4786987305,TR,GZT
LTAL,Kastamonu Airport,41.314201355,33.7957992554,TR,KFS
LTAN,Konya Airport,37.9790000916,32.5619010925,TR,KYA
LTAP,Amasya Merzifon Airport,40.8293991089,35.5219993591,TR,MZH
LTAQ,Samsun Samair Airport,41.2786445618,36.3051795959,TR,SSX
LTAR,Sivas Airport,39.8138008118,36.9034996033,TR,VAS
LTAS,Zonguldak Airport,41.506401062,32.0886001587,TR,ONQ
LTAT,Malatya Erhaç Airport,38.4352989197,38.0909996033,TR,MLX
LTAU,Kayseri Erkilet Airport,38.770401001,35.4953994751,TR,ASR
LTAW,Tokat Airport,40.3074302673,36.3674087524,TR,TJK
LTAY,Çardak Airport,37.7855987549,29.7012996674,TR,DNZ
LTAZ,Nevşehir Kapadokya International Airport,38.771900177,34.5345001221,TR,NAV
LTBA,Atatürk International Airport,40.9768981934,28.8145999908,TR,IST
LTBE,Bursa Airport,40.2332992554,29.0091991425,TR,BTZ
LTBF,Balıkesir Merkez Airport,39.6193008423,27.9260005951,TR,BZI
LTBG,Bandırma Airport,40.3180007935,27.9776992798,TR,BDM
LTBH,Çanakkale Airport,40.1376991272,26.4267997742,TR,CKZ
LTBI,Eskişehir Air Base,39.7840995789,30.5820999146,TR,ESK
LTBJ,Adnan Menderes International Airport,38.2924003601,27.156999588,TR,ADB
LTBL,Çiğli Airport,38.5130004883,27.010099411,TR,IGL
LTBO,Uşak Airport,38.6814994812,29.4717006683,TR,USQ
LTBQ,Cengiz Topel Airport,40.7350006104,30.0832996368,TR,KCO
LTBR,Bursa Yenişehir Airport,40.2551994324,29.5625991821,TR,YEI
LTBS,Dalaman International Airport,36.7131004333,28.7924995422,TR,DLM
LTBU,Tekirdağ Çorlu Airport,41.1381988525,27.9190998077,TR,TEQ
LTBV,Imsık Airport,37.1400985718,27.6697006226,TR,BXN
LTBY,Anadolu University Airport,39.8098983765,30.5193996429,TR,AOE
LTCA,Elazığ Airport,38.6068992615,39.2914009094,TR,EZS
LTCC,Diyarbakir Airport,37.893901825,40.2010002136,TR,DIY
LTCD,Erzincan Airport,39.7102012634,39.5270004272,TR,ERC
LTCE,Erzurum International Airport,39.9565010071,41.1702003479,TR,ERZ
LTCF,Kars Airport,40.5621986389,43.1150016785,TR,KSY
LTCG,Trabzon International Airport,40.995098114,39.7896995544,TR,TZX
LTCH,Şanlıurfa Airport,37.0942993164,38.8470993042,TR,SFQ
LTCI,Van Ferit Melen Airport,38.4682006836,43.3322982788,TR,VAN
LTCJ,Batman Airport,37.9290008545,41.1166000366,TR,BAL
LTCK,Muş Airport,38.7477989197,41.6612014771,TR,MSR
LTCL,Siirt Airport,37.9789009094,41.8404006958,TR,SXZ
LTCM,Sinop Airport,42.0158004761,35.0663986206,TR,SIC
LTCN,Kahramanmaraş Airport,37.5388259888,36.9535217285,TR,KCM
LTCO,Ağrı Airport,39.6545410156,43.0259780884,TR,AJI
LTCP,Adıyaman Airport,37.7313995361,38.4688987732,TR,ADF
LTCR,Mardin Airport,37.2233009338,40.6316986084,TR,MQM
LTCS,Şanlıurfa GAP Airport,37.4456634521,38.8955917358,TR,GNY
LTDA,Hatay Airport,36.36277771,36.2822227478,TR,HTY
LTFC,Süleyman Demirel International Airport,37.8554000854,30.3684005737,TR,ISE
LTFD,Balıkesir Körfez Airport,39.554599762,27.0137996674,TR,EDO
LTFE,Milas Bodrum International Airport,37.2505989075,27.6643009186,TR,BJV
LTFH,Samsun Çarşamba Airport,41.2545013428,36.5671005249,TR,SZF
LTFJ,Sabiha Gökçen International Airport,40.898601532,29.3092002869,TR,SAW
LTGP,Gazipaşa Airport,36.2992172241,32.3005981445,TR,GZP
LUBL,Balti International Airport,47.8381004333,27.7814998627,MD,BZY
LUKK,Chişinău International Airport,46.9277000427,28.9309997559,MD,KIV
LWOH,Ohrid St. Paul the Apostle Airport,41.1800003052,20.7423000336,MK,OHD
LWSK,Skopje Alexander the Great Airport,41.9616012573,21.6214008331,MK,SKP
LXGB,Gibraltar Airport,36.1511993408,-5.3496599197,GI,GIB
LY-BCQ,Brack Airport,27.6529998779,14.2720003128,LY,BCQ
LY-DNF,Martubah Airport,32.5419998169,22.7450008392,LY,DNF
LY-MRA,Misratah Airport,32.3250007629,15.0609998703,LY,MRA
LY-QUB,Ubari Airport,26.5674991608,12.82310009,LY,QUB
LY88,Ponikve Airport,43.898899,19.697701,RS,UZC
LYBE,Belgrade Nikola Tesla Airport,44.8184013367,20.3090991974,RS,BEG
LYBJ,Airport Lisicji Jarak,44.9369583333,20.4425555556,RS,LJB
LYBR,Berane Airport,42.8390007019,19.8619995117,ME,IVG
LYBT,Batajnica Air Base,44.935299,20.2575,RS,BJY
LYKI,Airport Drakslerov salas Kikinda,45.7367777778,20.4643222222,RS,KID
LYNI,Nis Airport,43.337299,21.853701,RS,INI
LYNS,Cenej Airport,45.385799,19.839199,RS,QND
LYPG,Podgorica Airport,42.3594017029,19.2518997192,ME,TGD
LYTV,Tivat Airport,42.4047012329,18.7233009338,ME,TIV
LYZR,Zrenjanin Airport,45.339756,20.454078,RS,ZRE
LZIB,M. R. Štefánik Airport,48.1702003479,17.2126998901,SK,BTS
LZKZ,Košice Airport,48.6631011963,21.2411003113,SK,KSC
LZLU,Lučenec Airport,48.3394012451,19.7357997894,SK,LUE
LZPP,Piešťany Airport,48.6251983643,17.8283996582,SK,PZY
LZPW,Prešov Air Base,49.0297012329,21.3155994415,SK,POV
LZSL,Sliač Airport,48.6377983093,19.1340999603,SK,SLD
LZZI,Žilina Airport,49.2314987183,18.6135005951,SK,ILZ
M26,Drummond Airport,46.6208000183,-113.205001831,US,DRU
MA-GLN,Goulimime Airport,29.0266990662,-10.0502996445,MA,GLN
MAP,Mamai Airport,-10.2908333333,149.519166667,PG,MAP
MBGT,JAGS McCartney International Airport,21.4444999695,-71.1423034668,TC,GDT
MBMC,Middle Caicos Airport,21.82602,-71.8025,TC,MDS
MBNC,North Caicos Airport,21.9174995422,-71.9395980835,TC,NCA
MBPI,Pine Cay Airport,21.8999996185,-72.0999984741,TC,PIC
MBPV,Providenciales Airport,21.7735996246,-72.2658996582,TC,PLS
MBSC,South Caicos Airport,21.5156993866,-71.528503418,TC,XSC
MBSY,Salt Cay Airport,21.3330001831,-71.1999969482,TC,SLX
MDAB,Arroyo Barril International Airport,19.198600769,-69.4298019409,DO,EPS
MDBH,Maria Montez International Airport,18.251499176,-71.1203994751,DO,BRX
MDCR,Cabo Rojo Airport,17.9290008545,-71.6447982788,DO,CBJ
MDCY,Samaná El Catey International Airport,19.2670001984,-69.7419967651,DO,AZS
MDCZ,Constanza Dom Re Airport,18.9074993134,-70.7219009399,DO,COZ
MDJB,La Isabela International Airport,18.5725002289,-69.9856033325,DO,JBQ
MDLR,Casa De Campo International Airport,18.4507007599,-68.9117965698,DO,LRM
MDPC,Punta Cana International Airport,18.5673999786,-68.3634033203,DO,PUJ
MDPP,Gregorio Luperon International Airport,19.757900238,-70.5699996948,DO,POP
MDR,Medfra Airport,63.1060198183,-154.719429016,US,MDR
MDSB,Sabana de Mar Airport,19.0618991852,-69.3852005005,DO,SNX
MDSD,Las Américas International Airport,18.4297008514,-69.6688995361,DO,SDQ
MDST,Cibao International Airport,19.4060993195,-70.6046981812,DO,STI
MG-DOA,Doany Airport,-14.3681001663,49.510799408,MG,DOA
MGCB,Coban Airport,15.4689998627,-90.4067001343,GT,CBV
MGCR,Carmelita Airport,17.4612007141,-90.0537033081,GT,CMM
MGCT,Coatepeque Airport,14.6941995621,-91.8824996948,GT,CTF
MGGT,La Aurora Airport,14.5832996368,-90.5274963379,GT,GUA
MGHT,Huehuetenango Airport,15.3274002075,-91.4624023438,GT,HUG
MGMM,Melchor de Mencos Airport,17.0686092377,-89.1522216797,GT,MCR
MGPB,Puerto Barrios Airport,15.7308998108,-88.5838012695,GT,PBR
MGPP,Poptún Airport,16.325799942,-89.4160995483,GT,PON
MGQC,Santa Cruz del Quiche Airport,15.0122003555,-91.1505966187,GT,AQB
MGQZ,Quezaltenango Airport,14.8655996323,-91.5019989014,GT,AAZ
MGRB,Rubelsanto Airport,15.9919996262,-90.4452972412,GT,RUV
MGRT,Retalhuleu Airport,14.5209999084,-91.697303772,GT,RER
MGSJ,San José Airport,13.9362001419,-90.8358001709,GT,GSJ
MGTK,Mundo Maya International Airport,16.9137992859,-89.8664016724,GT,FRS
MH-AIM,Ailuk Airport,10.216799736,169.983001709,MH,AIM
MH-AUL,Aur Island Airport,8.1452798843,171.1730041504,MH,AUL
MH-BII,Enyu Airfield,11.5225000381,165.5650024414,MH,BII
MH-EBN,Ebadon Airport,9.3305597305,166.8200073242,MH,EBN
MH-JAT,Jabot Airport,7.7497747556,168.977837563,MH,JAT
MH-JEJ,Jeh Airport,7.5653500557,168.9620056152,MH,JEJ
MH-KBT,Kaben Airport,8.900560379,170.8439941406,MH,KBT
MH-LIK,Likiep Airport,9.8231601715,169.3079986572,MH,LIK
MH-LML,Lae Island Airport,8.9211101532,166.2649993896,MH,LML
MH-MAV,Maloelap Island Airport,8.7044401169,171.2299957275,MH,MAV
MH-MJB,Mejit Atoll Airport,10.2833,170.869,MH,MJB
MH-MJE,Majkin Airport,7.8330001831,168.1670074463,MH,MJE
MH-NDK,Namorik Atoll Airport,5.6316699982,168.125,MH,NDK
MH-RNP,Rongelap Island Airport,11.1571998596,166.8869934082,MH,RNP
MH-TIC,Tinak Airport,7.1333298683,171.9170074463,MH,TIC
MH-UIT,Jaluit Airport,5.909239769,169.6369934082,MH,UIT
MH-WJA,Woja Airport,7.4508333333,168.55,MH,WJA
MH-WTE,Wotje Atoll Airport,9.458333,170.238611,MH,WTE
MH-WTO,Wotho Island Airport,10.1732997894,166.0030059814,MH,WTO
MHAH,Ahuas Airport,15.4722003937,-84.3522033691,HN,AHS
MHBL,Brus Laguna Airport,15.7630996704,-84.5436019897,HN,BHG
MHCA,Catacamas Airport,14.9169998169,-85.9000015259,HN,CAA
MHCU,Cauquira Airport,15.3166666031,-83.5916671753,HN,CDD
MHJU,Jutigalpa airport,14.6526002884,-86.2202987671,HN,JUT
MHLC,Goloson International Airport,15.7425003052,-86.8529968262,HN,LCE
MHLE,La Esperanza Airport,14.2911109924,-88.1750030518,HN,LEZ
MHLM,Ramón Villeda Morales International Airport,15.4525995255,-87.9235992432,HN,SAP
MHNJ,La Laguna Airport,16.445400238,-85.9066009521,HN,GJA
MHPL,Puerto Lempira Airport,15.2622003555,-83.7811965942,HN,PEU
MHRO,Juan Manuel Galvez International Airport,16.3167991638,-86.5230026245,HN,RTB
MHRS,Santa Rosa Copán Airport,14.8149003983,-88.7515029907,HN,SDH
MHRU,Copan Ruinas Airport,14.8402996063,-89.1439971924,HN,RUY
MHSC,Coronel Enrique Soto Cano Air Base,14.382399559,-87.6212005615,HN,XPL
MHTE,Tela Airport,15.7758998871,-87.4757995605,HN,TEA
MHTG,Toncontín International Airport,14.0608997345,-87.2172012329,HN,TGU
MHTJ,Trujillo Airport,15.9267997742,-85.9382019043,HN,TJI
MHUL,Sulaco Airport,14.9071998596,-87.2633972168,HN,SCD
MHUT,Utila Airport,16.1131000519,-86.8803024292,HN,UII
MHY,Morehead Airport,-8.7141111111,141.644444444,PG,MHY
MKBS,Boscobel Aerodrome,18.4041996002,-76.96900177,JM,OCJ
MKJP,Norman Manley International Airport,17.9356994629,-76.7874984741,JM,KIN
MKJS,Sangster International Airport,18.5037002563,-77.9133987427,JM,MBJ
MKKJ,Ken Jones Airport,18.1987991333,-76.5345001221,JM,POT
MKN,Malekolon Airport,-4.0234305556,153.657277778,PG,MKN
MKNG,Negril Airport,18.3428001404,-78.3320999146,JM,NEG
MKTP,Tinson Pen Airport,17.9885997772,-76.8237991333,JM,KTP
MLIP,Mili Island Airport,6.0833301544,171.733001709,MH,MIJ
MLQ,Malalaua Airport,-8.0713888889,146.155472222,PG,MLQ
MM-0002,Henzada Airport,17.6333293915,95.4666976929,MM,HEB
MMAA,General Juan N Alvarez International Airport,16.7570991516,-99.7539978027,MX,ACA
MMAN,Del Norte International Airport,25.8656005859,-100.2369995117,MX,NTR
MMAS,Jesus Teran International Airport,21.7056007385,-102.318000793,MX,AGU
MMBT,Bahías de Huatulco International Airport,15.7753000259,-96.2626037598,MX,HUX
MMCA,Cananea Airport,31.0661501549,-110.097877979,MX,CNA
MMCB,General Mariano Matamoros Airport,18.8348007202,-99.2612991333,MX,CVJ
MMCC,Ciudad Acuña New International Airport,29.3328990936,-101.0989990234,MX,ACN
MMCE,Ciudad del Carmen International Airport,18.6536998749,-91.7990036011,MX,CME
MMCG,Nuevo Casas Grandes Airport,30.3973999023,-107.875,MX,NCG
MMCL,Federal de Bachigualato International Airport,24.7644996643,-107.474998474,MX,CUL
MMCM,Chetumal International Airport,18.504699707,-88.3267974854,MX,CTM
MMCN,Ciudad Obregón International Airport,27.3925991058,-109.8330001831,MX,CEN
MMCO,Comitan Airport,16.176700592,-92.0505981445,MX,CJT
MMCP,Ingeniero Alberto Acuña Ongay International Airport,19.8167991638,-90.5002975464,MX,CPE
MMCS,Abraham González International Airport,31.636100769,-106.4290008545,MX,CJS
MMCT,Chichen Itza International Airport,20.6413002014,-88.4461975098,MX,CZA
MMCU,General Roberto Fierro Villalobos International Airport,28.7028999329,-105.964996338,MX,CUU
MMCV,General Pedro Jose Mendez International Airport,23.7033004761,-98.9564971924,MX,CVM
MMCY,Captain Rogelio Castillo National Airport,20.545999527,-100.8870010376,MX,CYW
MMCZ,Cozumel International Airport,20.5223999023,-86.9255981445,MX,CZM
MMDA,Ciudad Constitución Airport,25.0538005829,-111.6149978638,MX,CUA
MMDM,Ciudad Mante National Airport,22.7431774139,-99.0173721313,MX,MMC
MMDO,General Guadalupe Victoria International Airport,24.1242008209,-104.527999878,MX,DGO
MMEP,Amado Nervo National Airport,21.419500351,-104.8430023193,MX,TPQ
MMES,Ensenada Airport,31.79529953,-116.6029968262,MX,ESE
MMGL,Don Miguel Hidalgo Y Costilla International Airport,20.5217990875,-103.3109970093,MX,GDL
MMGM,General José María Yáñez International Airport,27.9689998627,-110.9250030518,MX,GYM
MMGR,Guerrero Negro Airport,28.0261001587,-114.0240020752,MX,GUB
MMHC,Tehuacan Airport,18.4972000122,-97.4198989868,MX,TCN
MMHO,General Ignacio P. Garcia International Airport,29.0958995819,-111.047996521,MX,HMO
MMIA,Lic. Miguel de la Madrid Airport,19.2770004272,-103.577003479,MX,CLQ
MMIM,Isla Mujeres Airport,21.2450008392,-86.7399978638,MX,ISJ
MMIO,Plan De Guadalupe International Airport,25.5494995117,-100.9290008545,MX,SLW
MMIT,Ixtepec Airport,16.449300766,-95.0936965942,MX,IZT
MMJA,El Lencero Airport,19.4750995636,-96.7975006104,MX,JAL
MMJC,Atizapan De Zaragoza Airport,19.5748004913,-99.2888031006,MX,AZP
MMLC,Lázaro Cárdenas Airport,18.0016994476,-102.221000671,MX,LZC
MMLM,Valle del Fuerte International Airport,25.6851997375,-109.081001282,MX,LMM
MMLO,Del Bajío International Airport,20.9934997559,-101.481002808,MX,BJX
MMLP,Manuel Márquez de León International Airport,24.0727005005,-110.361999512,MX,LAP
MMLT,Loreto International Airport,25.989200592,-111.3479995728,MX,LTO
MMMA,General Servando Canales International Airport,25.7698993683,-97.5252990723,MX,MAM
MMMD,Licenciado Manuel Crescencio Rejon Int Airport,20.9370002747,-89.657699585,MX,MID
MMMG,Mulege Airport,26.897310257,-111.9575500488,MX,MUG
MMML,General Rodolfo Sánchez Taboada International Airport,32.6305999756,-115.241996765,MX,MXL
MMMM,General Francisco J. Mujica International Airport,19.849899292,-101.025001526,MX,MLM
MMMT,Minatitlán/Coatzacoalcos National Airport,18.1033992767,-94.5807037354,MX,MTT
MMMV,Monclova International Airport,26.9556999207,-101.4700012207,MX,LOV
MMMX,Licenciado Benito Juarez International Airport,19.4363002777,-99.0720977783,MX,MEX
MMMY,General Mariano Escobedo International Airport,25.7784996033,-100.107002258,MX,MTY
MMMZ,General Rafael Buelna International Airport,23.1613998413,-106.26599884,MX,MZT
MMNG,Nogales International Airport,31.2261009216,-110.9759979248,MX,NOG
MMNL,Quetzalcóatl International Airport,27.4438991547,-99.5705032349,MX,NLD
MMOX,Xoxocotlán International Airport,16.9999008179,-96.726600647,MX,OAX
MMPA,El Tajín National Airport,20.6026992798,-97.4608001709,MX,PAZ
MMPB,Hermanos Serdán International Airport,19.1581001282,-98.3713989258,MX,PBC
MMPG,Piedras Negras International Airport,28.6273994446,-100.5350036621,MX,PDS
MMPN,Licenciado y General Ignacio Lopez Rayon Airport,19.3966999054,-102.0390014648,MX,UPN
MMPQ,Palenque International Airport,17.5333995819,-91.9844970703,MX,PQM
MMPR,Licenciado Gustavo Díaz Ordaz International Airport,20.6800994873,-105.2539978027,MX,PVR
MMPS,Puerto Escondido International Airport,15.8768997192,-97.0891036987,MX,PXM
MMQT,Querétaro Intercontinental Airport,20.6173000336,-100.185997009,MX,QRO
MMRX,General Lucio Blanco International Airport,26.0088996887,-98.2285003662,MX,REX
MMSC,San Cristobal De Las Casas Airport,16.6902999878,-92.5300979614,MX,SZT
MMSD,Los Cabos International Airport,23.1518001556,-109.7210006714,MX,SJD
MMSF,San Felipe International Airport,30.9302005768,-114.8089981079,MX,SFH
MMSP,Ponciano Arriaga International Airport,22.2542991638,-100.930999756,MX,SLP
MMTC,Francisco Sarabia International Airport,25.5683002472,-103.411003113,MX,TRC
MMTJ,General Abelardo L. Rodríguez International Airport,32.5410995483,-116.9700012207,MX,TIJ
MMTM,General Francisco Javier Mina International Airport,22.2964000702,-97.8658981323,MX,TAM
MMTN,Tamuin Airport,22.0382995605,-98.8065032959,MX,TSL
MMTO,Licenciado Adolfo Lopez Mateos International Airport,19.3370990753,-99.5660018921,MX,TLC
MMTP,Tapachula International Airport,14.7943000793,-92.3700027466,MX,TAP
MMTX,Tuxpan Airport,19.5839004517,-103.3840026855,MX,WIX
MMUN,Cancún International Airport,21.0365009308,-86.8770980835,MX,CUN
MMV,Mal Airport,-1.3944444444,144.171111111,PG,MMV
MMVA,Carlos Rovirosa Pérez International Airport,17.9969997406,-92.8173980713,MX,VSA
MMVR,General Heriberto Jara International Airport,19.1459007263,-96.1873016357,MX,VER
MMZC,General Leobardo C. Ruiz International Airport,22.8971004486,-102.68699646,MX,ZCL
MMZH,Ixtapa Zihuatanejo International Airport,17.601600647,-101.460998535,MX,ZIH
MMZM,Zamora Airport,20.0450000763,-102.2760009766,MX,ZMM
MMZO,Playa De Oro International Airport,19.1448001862,-104.558998108,MX,ZLO
MN-MXW,Mandalgobi Airport,45.7380981445,106.2689971924,MN,MXW
MN-ULG,Ölgii Airport,48.966999054,89.9670028687,MN,ULG
MN-ULZ,Jibhalanta Airport,47.7146987915,96.8471984863,MN,ULZ
MNBL,Bluefields Airport,11.9910001755,-83.7741012573,NI,BEF
